form/generatedCommPartnerUniqueid,validation,State-IP
P-AlkQDUR5B13,Keep,Bauchi-WOFAN
P-MunJLU2R206,Keep,FCT-WOFAN
P-Beb2WYEFX29,Keep,Kano-WOFAN
P-MunQGBOUZ00,Keep,FCT-WOFAN
P-BebTCY9Z740,Keep,Kano-WOFAN
P-MunECO7HL25,Keep,FCT-WOFAN
P-BebZTY5IP25,Keep,Kano-WOFAN
P-YolHZ1VD357,Keep,Adamawa-Farm Innovation
P-TofNUUA7617,Keep,Kano-WOFAN
P-Beb224VX108,Keep,Kano-WOFAN
P-MunFB3YCM51,Keep,FCT-WOFAN
P-BebLQZLWN41,Keep,Kano-WOFAN
P-Mun3O0XW350,Keep,FCT-WOFAN
P-BebV423DG46,Keep,Kano-WOFAN
P-MarTTXOK243,Keep,Benue-PVNL
P-BebLO0H2U06,Keep,Kano-WOFAN
P-BebPJ375W53,Keep,Kano-WOFAN
P-BebKF8N5O00,Keep,Kano-WOFAN
P-ZarFER8H344,Keep,Kaduna-WOFAN
P-ZarEPO7W155,Keep,Kaduna-WOFAN
P-Beb9DFSP905,Keep,Kano-WOFAN
P-BebT5PYIU54,Keep,Kano-WOFAN
P-DemQI7HZC04,Keep,Adamawa-Farm Innovation
P-BebZDJUQ857,Keep,Kano-WOFAN
P-BebWX2EUJ23,Keep,Kano-WOFAN
P-BebXBDBJB57,Keep,Kano-WOFAN
P-KwaTGNCFW26,Keep,Gombe-WOFAN
P-KwaL6CPLD31,Keep,Gombe-WOFAN
P-KwaJIJS0619,Keep,Gombe-WOFAN
P-KefA3928825,Keep,Nasarawa-PVNL
P-Kir3IB07054,Keep,Kano-WOFAN
P-Gir7QDK5640,Keep,Adamawa-Farm Innovation
P-BebAFYP5633,Keep,Kano-WOFAN
P-KauH8UR5Y56,Keep,Kaduna-Kaduna 2-PVNL
P-BebHFMTDD11,Keep,Kano-WOFAN
P-GanPOEH0D59,Keep,Bauchi-WOFAN
P-KauP4P7VE20,Keep,Kaduna-Kaduna 2-PVNL
P-BebSM5A3R04,Keep,Kano-WOFAN
P-BebH6C84203,Keep,Kano-WOFAN
P-Kau95TRZK19,Keep,Kaduna-Kaduna 2-PVNL
P-BebENBF8055,Keep,Kano-WOFAN
P-KauK6FFUA10,Keep,Kaduna-Kaduna 2-PVNL
P-BebENEANP04,Keep,Kano-WOFAN
P-KauS3WYZD07,Keep,Kaduna-Kaduna 2-PVNL
P-BebUI3JJD35,Keep,Kano-WOFAN
P-BebIJNMK623,Keep,Kano-WOFAN
P-KauRNIB2U34,Keep,Kaduna-Kaduna 2-PVNL
P-BauWW2WGJ00,Keep,Bauchi-WOFAN
P-Beb66HIR343,Keep,Kano-WOFAN
P-Kau2JLT5856,Keep,Kaduna-Kaduna 2-PVNL
P-DukPMM3MF59,Keep,Gombe-WOFAN
P-BebFRRN8P01,Keep,Kano-WOFAN
P-Bau3IANHL09,Keep,Bauchi-WOFAN
P-Kau9NY10C23,Keep,Kaduna-Kaduna 2-PVNL
P-KagBMV2E818,Keep,Kaduna-Kaduna 1-PVNL
P-BebWGNV9J44,Keep,Kano-WOFAN
P-KauZLYH2B28,Keep,Kaduna-Kaduna 2-PVNL
P-BebOIHX8G36,Keep,Kano-WOFAN
P-KauYWOFE131,Keep,Kaduna-Kaduna 2-PVNL
P-TarILGBKG38,Keep,Kano-WOFAN
P-Kad5F4KWN20,Keep,Kaduna-Kaduna 1-PVNL
P-BebOC55WO30,Keep,Kano-WOFAN
P-KauJRS38955,Keep,Kaduna-Kaduna 2-PVNL
P-BebIVWDME31,Keep,Kano-WOFAN
P-Kau57C2BX18,Keep,Kaduna-Kaduna 2-PVNL
P-Beb8MLJ7F27,Keep,Kano-WOFAN
P-KirFDXV3L01,Keep,Kano-WOFAN
P-BebFZ9GXN26,Keep,Kano-WOFAN
P-KauWEUC1602,Keep,Kaduna-Kaduna 2-PVNL
P-KirQ1MZJK25,Keep,Kano-WOFAN
P-BebWL22Y300,Keep,Kano-WOFAN
P-KauJO895419,Keep,Kaduna-Kaduna 2-PVNL
P-Beb4WD9XJ42,Keep,Kano-WOFAN
P-BebEY8NIG41,Keep,Kano-WOFAN
P-GomIXE17B25,Keep,Gombe-WOFAN
P-Kau7IW6NS26,Keep,Kaduna-Kaduna 2-PVNL
P-MarY73S6V20,Keep,Benue-PVNL
P-BebHC0L4811,Keep,Kano-WOFAN
P-KauZYAD6S55,Keep,Kaduna-Kaduna 2-PVNL
P-BebYWYNCF57,Keep,Kano-WOFAN
P-BebGYGUII46,Keep,Kano-WOFAN
P-KauGJLWJW38,Keep,Kaduna-Kaduna 2-PVNL
P-KauSOD2T028,Keep,Kaduna-Kaduna 2-PVNL
P-GomY7ROS000,Keep,Gombe-WOFAN
P-Beb0FV7WL56,Keep,Kano-WOFAN
P-KauHHAUQF57,Keep,Kaduna-Kaduna 2-PVNL
P-BebXOX0G548,Keep,Kano-WOFAN
P-JabV0F63D59,Keep,Kaduna-Kaduna 2-PVNL
P-BebMY288B05,Keep,Kano-WOFAN
P-KauHFRHC438,Keep,Kaduna-Kaduna 2-PVNL
P-BebMQABX746,Keep,Kano-WOFAN
P-Kau2J3JDA01,Keep,Kaduna-Kaduna 2-PVNL
P-Ung25T2WF37,Keep,Kano-WOFAN
P-BebSOF9L813,Keep,Kano-WOFAN
P-Kau2RW1JK38,Keep,Kaduna-Kaduna 2-PVNL
P-Beb2RA68S27,Keep,Kano-WOFAN
P-BebMZ7KSN44,Keep,Kano-WOFAN
P-KauFS7Y0301,Keep,Kaduna-Kaduna 2-PVNL
P-KauHOQLQP12,Keep,Kaduna-Kaduna 2-PVNL
P-BebRGNDO127,Keep,Kano-WOFAN
P-KauN4BVVP04,Keep,Kaduna-Kaduna 2-PVNL
P-BebFVDPY742,Keep,Kano-WOFAN
P-BebBI4JHZ10,Keep,Kano-WOFAN
P-KauL8M6SO58,Keep,Kaduna-Kaduna 2-PVNL
P-BebVSR5EY39,Keep,Kano-WOFAN
P-KauHYMSEM03,Keep,Kaduna-Kaduna 2-PVNL
P-Aka87DG0J21,Keep,Nasarawa-PVNL
P-BebALWZO355,Keep,Kano-WOFAN
P-KwaBFEY1249,Keep,FCT-WOFAN
P-KauW6FY2J36,Keep,Kaduna-Kaduna 2-PVNL
P-BebKU74BA14,Keep,Kano-WOFAN
P-Beb2PYKRH16,Keep,Kano-WOFAN
P-Kau1DDCT351,Keep,Kaduna-Kaduna 2-PVNL
P-KujN0UB2E16,Keep,FCT-WOFAN
P-Beb0P46II30,Keep,Kano-WOFAN
P-KauBJFF9U39,Keep,Kaduna-Kaduna 2-PVNL
P-Akk20A46C57,Keep,Gombe-WOFAN
P-BebFQDLUX10,Keep,Kano-WOFAN
P-BebXYCW6R07,Keep,Kano-WOFAN
P-BebPEHBZZ54,Keep,Kano-WOFAN
P-KarAL4AJ243,Keep,Nasarawa-PVNL
P-DukSFKGL836,Keep,Gombe-WOFAN
P-BebQAAK8N46,Keep,Kano-WOFAN
P-KujCA5OSP45,Keep,FCT-WOFAN
P-BebDCZU0W03,Keep,Kano-WOFAN
P-Beb4R64GE14,Keep,Kano-WOFAN
P-BebSAQXX554,Keep,Kano-WOFAN
P-Ung2SUBN817,Keep,Kano-WOFAN
P-Beb205VLZ20,Keep,Kano-WOFAN
P-BauV37Z7T27,Keep,Bauchi-WOFAN
P-BebA3X40355,Keep,Kano-WOFAN
P-BebV34K3O16,Keep,Kano-WOFAN
P-TafMRUWX104,Keep,Bauchi-WOFAN
P-ZarEMHVXP10,Keep,Kaduna-WOFAN
P-KwaLY9HE042,Keep,FCT-WOFAN
P-BebOMP8XJ32,Keep,Kano-WOFAN
P-TafW6BXLU06,Keep,Bauchi-WOFAN
P-TorUMKXYL33,Keep,Bauchi-WOFAN
P-Kwa4ECVAY59,Keep,FCT-WOFAN
P-Tar8QT2TD37,Keep,Benue-PVNL
P-Taf72HCYL52,Keep,Bauchi-WOFAN
P-TorD8BV2Y57,Keep,Bauchi-WOFAN
P-Taf8HKZXP12,Keep,Bauchi-WOFAN
P-KwaISGHAN08,Keep,FCT-WOFAN
P-GweI32UEV10,Keep,Benue-PVNL
P-TafX9JZRY48,Keep,Bauchi-WOFAN
P-TorZ3P5NX23,Keep,Bauchi-WOFAN
P-Taf7N92TU09,Keep,Bauchi-WOFAN
P-AlkKTKX4F36,Keep,Bauchi-WOFAN
P-TorYWRSSW40,Keep,Bauchi-WOFAN
P-KwaZBPLR040,Keep,FCT-WOFAN
P-Akk8S6NB418,Keep,Gombe-WOFAN
P-TorRC076859,Keep,Bauchi-WOFAN
P-KwaO1IEHG58,Keep,FCT-WOFAN
P-TorIHGN2H22,Keep,Bauchi-WOFAN
P-Kwa5A7MYT27,Keep,FCT-WOFAN
P-Tor2TGEJV04,Keep,Bauchi-WOFAN
P-KwaD5WTFY37,Keep,FCT-WOFAN
P-JemR6UDT946,Keep,Kaduna-Kaduna 2-PVNL
P-KwaWZLESP43,Keep,FCT-WOFAN
P-Jem9R85P004,Keep,Kaduna-Kaduna 2-PVNL
P-KefTYZFIU15,Keep,Nasarawa-PVNL
P-KwaTOX1PK44,Keep,FCT-WOFAN
P-JemXVXWSM34,Keep,Kaduna-Kaduna 2-PVNL
P-JemW52RQ537,Keep,Kaduna-Kaduna 2-PVNL
P-Kwa3CY9WM08,Keep,FCT-WOFAN
P-Jem8MJOJO40,Keep,Kaduna-Kaduna 2-PVNL
P-JemS3CANG48,Keep,Kaduna-Kaduna 2-PVNL
P-KwaNX6SZ409,Keep,FCT-WOFAN
P-GomHS13QX13,Keep,Gombe-WOFAN
P-KagF7R45Y06,Keep,Kaduna-Kaduna 1-PVNL
P-JemT4IID038,Keep,Kaduna-Kaduna 2-PVNL
P-KwaYC693J18,Keep,FCT-WOFAN
P-JemH6MKDB10,Keep,Kaduna-Kaduna 2-PVNL
P-Jem3J8CND05,Keep,Kaduna-Kaduna 2-PVNL
P-Beb9F34XC16,Keep,Kano-WOFAN
P-KefUOQ7PD58,Keep,Nasarawa-PVNL
P-BebANB4Z830,Keep,Kano-WOFAN
P-BauZRFA5833,Keep,Bauchi-WOFAN
P-BauAC6G7N17,Keep,Bauchi-WOFAN
P-BauX42WYZ56,Keep,Bauchi-WOFAN
P-KefWDQVHS13,Keep,Nasarawa-PVNL
P-BauTH8EYL16,Keep,Bauchi-WOFAN
P-BauLKO37T47,Keep,Bauchi-WOFAN
P-Bau2IOE0B03,Keep,Bauchi-WOFAN
P-BauGSNT7Q46,Keep,Bauchi-WOFAN
P-Bau7U2NPJ39,Keep,Bauchi-WOFAN
P-KadAZC2RI52,Keep,Kaduna-Kaduna 1-PVNL
P-BebS3K9F630,Keep,Kano-WOFAN
P-KefPWVP7J43,Keep,Nasarawa-PVNL
P-GumC3FIZW38,Keep,Benue-PVNL
P-BauJS6NF724,Keep,Bauchi-WOFAN
P-Mar6H6UCX49,Keep,Benue-PVNL
P-KujTZ6DPF41,Keep,FCT-WOFAN
P-Bau519STS11,Keep,Bauchi-WOFAN
P-Jab86370318,Keep,Kaduna-Kaduna 2-PVNL
P-Bau4UIDMD30,Keep,Bauchi-WOFAN
P-KujDE4ONT56,Keep,FCT-WOFAN
P-BauEXHKQP48,Keep,Bauchi-WOFAN
P-KujX7NSS816,Keep,FCT-WOFAN
P-YolF2XB0O13,Keep,Adamawa-Farm Innovation
P-Kuj5IUG0G57,Keep,FCT-WOFAN
P-Bau3SLTK614,Keep,Bauchi-WOFAN
P-KwaGG1IA127,Keep,FCT-WOFAN
P-KefVO64KU14,Keep,Nasarawa-PVNL
P-KujKU6BR559,Keep,FCT-WOFAN
P-GomQLGAPW43,Keep,Gombe-WOFAN
P-Kir68HUUS02,Keep,Kano-WOFAN
P-ChiNOQZ0K21,Keep,Kaduna-Kaduna 1-PVNL
P-TarKMDQF132,Keep,Kano-WOFAN
P-MadM4CHUM02,Keep,Kano-WOFAN
P-MadOH5H3623,Keep,Kano-WOFAN
P-MadONSG6V43,Keep,Kano-WOFAN
P-GweWBH3LD03,Keep,Benue-PVNL
P-MadXN6U4O07,Keep,Kano-WOFAN
P-Nin0SLW0U44,Keep,Bauchi-WOFAN
P-Mad5FVTFE26,Keep,Kano-WOFAN
P-Nin0P5P4212,Keep,Bauchi-WOFAN
P-NinJN0N5F17,Keep,Bauchi-WOFAN
P-Mad7P6AUD01,Keep,Kano-WOFAN
P-NinCUY7LU47,Keep,Bauchi-WOFAN
P-BebEETTK413,Keep,Kano-WOFAN
P-MadV8C5P013,Keep,Kano-WOFAN
P-NinEDON4V39,Keep,Bauchi-WOFAN
P-YamJHBL8A16,Keep,Gombe-WOFAN
P-Mad0687ZD27,Keep,Kano-WOFAN
P-NinK2D4AV02,Keep,Bauchi-WOFAN
P-NinM0IZHX57,Keep,Bauchi-WOFAN
P-Nin4A9CWO05,Keep,Bauchi-WOFAN
P-Tar4XT12H46,Keep,Benue-PVNL
P-DarR42DLB31,Keep,Bauchi-WOFAN
P-NinUZ72KJ31,Keep,Bauchi-WOFAN
P-Nin3YCBAL54,Keep,Bauchi-WOFAN
P-Bau4YB1W127,Keep,Bauchi-WOFAN
P-Kir93VD6A47,Keep,Kano-WOFAN
P-Beb3D9VWX34,Keep,Kano-WOFAN
P-NinFCTI8853,Keep,Bauchi-WOFAN
P-Nin0BP77305,Keep,Bauchi-WOFAN
P-NinVZ9BZF33,Keep,Bauchi-WOFAN
P-NinGPNJJA30,Keep,Bauchi-WOFAN
P-NinIMFOSK21,Keep,Bauchi-WOFAN
P-AkkE4DYND54,Keep,Gombe-WOFAN
P-BebTYUTCL50,Keep,Kano-WOFAN
P-Nin4EU1NR34,Keep,Bauchi-WOFAN
P-ZarJ67K3A35,Keep,Kaduna-WOFAN
P-AkkLWQJSP05,Keep,Gombe-WOFAN
P-NinIJAR7D36,Keep,Bauchi-WOFAN
P-UngL1VX5X00,Keep,Kano-WOFAN
P-Akk75X4E710,Keep,Gombe-WOFAN
P-AkkXB0CT709,Keep,Gombe-WOFAN
P-MarXBI97U07,Keep,Benue-PVNL
P-NinC9ZM7M22,Keep,Bauchi-WOFAN
P-Nin965W2G36,Keep,Bauchi-WOFAN
P-MadESRDHV46,Keep,Kano-WOFAN
P-NinCQS43M50,Keep,Bauchi-WOFAN
P-MadNYOXO917,Keep,Kano-WOFAN
P-NinH78X1G00,Keep,Bauchi-WOFAN
P-MadJPT65N59,Keep,Kano-WOFAN
P-Mad7MI5NN22,Keep,Kano-WOFAN
P-NinXBZIVE22,Keep,Bauchi-WOFAN
P-KwaH0TOT209,Keep,Gombe-WOFAN
P-NinEJARN804,Keep,Bauchi-WOFAN
P-GomU0DOLK57,Keep,Gombe-WOFAN
P-YolUM93BH38,Keep,Adamawa-Farm Innovation
P-Nin2L9TRS18,Keep,Bauchi-WOFAN
P-NinUBZWGA38,Keep,Bauchi-WOFAN
P-NinX2O8WY01,Keep,Bauchi-WOFAN
P-DukAZLPGF15,Keep,Gombe-WOFAN
P-NinBHZWJJ08,Keep,Bauchi-WOFAN
P-BebZ9YNF105,Keep,Kano-WOFAN
P-Nin3RSX9Y51,Keep,Bauchi-WOFAN
P-NinS2RUBQ06,Keep,Bauchi-WOFAN
P-GweFHW95806,Keep,Benue-PVNL
P-KwaJPAM4842,Keep,Gombe-WOFAN
P-AkkP6ESUT14,Keep,Gombe-WOFAN
P-MadKML2EU34,Keep,Kano-WOFAN
P-KadWJRUG457,Keep,Kaduna-Kaduna 1-PVNL
P-MadW4ZJ4I12,Keep,Kano-WOFAN
P-Beb1LY0F539,Keep,Kano-WOFAN
P-MadP8PPSU27,Keep,Kano-WOFAN
P-MadPPG8GW46,Keep,Kano-WOFAN
P-MadCET2ZD52,Keep,Kano-WOFAN
P-Mad2NZ5HU44,Keep,Kano-WOFAN
P-Beb3OL3U106,Keep,Kano-WOFAN
P-MadKUVLGL50,Keep,Kano-WOFAN
P-BebGQ3JCF33,Keep,Kano-WOFAN
P-Mad9VB41555,Keep,Kano-WOFAN
P-Mad9GBW5C58,Keep,Kano-WOFAN
P-DukQDZ27828,Keep,Gombe-WOFAN
P-MadPC70CS46,Keep,Kano-WOFAN
P-Mad929L3H11,Keep,Kano-WOFAN
P-YolI9I0CT19,Keep,Adamawa-Farm Innovation
P-Beb3K5L7U16,Keep,Kano-WOFAN
P-KwaGLBRWN11,Keep,Gombe-WOFAN
P-MunB4ZXUX15,Keep,FCT-WOFAN
P-TarT2ZKC937,Keep,Benue-PVNL
P-MunY1PBLR41,Keep,FCT-WOFAN
P-Mun3W5M2B50,Keep,FCT-WOFAN
P-BebYQQC0O55,Keep,Kano-WOFAN
P-MunK2PBGN47,Keep,FCT-WOFAN
P-MunTLWOXP15,Keep,FCT-WOFAN
P-MunM7XJ7337,Keep,FCT-WOFAN
P-MunVVMVM520,Keep,FCT-WOFAN
P-KarXA7D9R15,Keep,Nasarawa-PVNL
P-MunGVASLB55,Keep,FCT-WOFAN
P-TorDCWQD958,Keep,Bauchi-WOFAN
P-MunG9LXBI06,Keep,FCT-WOFAN
P-MunQAL74L40,Keep,FCT-WOFAN
P-TofWDJMMU07,Keep,Kano-WOFAN
P-MunSA1H2A25,Keep,FCT-WOFAN
P-AkaJHRUKN10,Keep,Nasarawa-PVNL
P-MunWPND5957,Keep,FCT-WOFAN
P-MunN1RDIX08,Keep,FCT-WOFAN
P-GumGKFHYD49,Keep,Benue-PVNL
P-Mun71SZED17,Keep,FCT-WOFAN
P-Beb8Y0JXL14,Keep,Kano-WOFAN
P-MunWOE7HC49,Keep,FCT-WOFAN
P-MunRCR22X35,Keep,FCT-WOFAN
P-MunIHG9DP17,Keep,FCT-WOFAN
P-Dar5U08N616,Keep,Bauchi-WOFAN
P-MunF1TYWA39,Keep,FCT-WOFAN
P-MunTI815F59,Keep,FCT-WOFAN
P-MunQ1SOLK07,Keep,FCT-WOFAN
P-BebF3720840,Keep,Kano-WOFAN
P-MunUA8OF521,Keep,FCT-WOFAN
P-MunL8NA4W00,Keep,FCT-WOFAN
P-MunIBETPD02,Keep,FCT-WOFAN
P-MunXZ2QZV16,Keep,FCT-WOFAN
P-BebEPJHYC27,Keep,Kano-WOFAN
P-Mun5HQ3QH21,Keep,FCT-WOFAN
P-MunJ2G5LZ22,Keep,FCT-WOFAN
P-Mun6L24CA11,Keep,FCT-WOFAN
P-BebJJQ1EY05,Keep,Kano-WOFAN
P-TafC52TWS44,Keep,Bauchi-WOFAN
P-Mun7YB93T41,Keep,FCT-WOFAN
P-MunEQ8G8213,Keep,FCT-WOFAN
P-Yol8E52HO50,Keep,Adamawa-Farm Innovation
P-NinYUOIDK42,Keep,Bauchi-WOFAN
P-KagBGZTYX29,Keep,Kaduna-Kaduna 1-PVNL
P-MunSNS0K842,Keep,FCT-WOFAN
P-NinHG4HIY49,Keep,Bauchi-WOFAN
P-YolQA8I6547,Keep,Adamawa-Farm Innovation
P-MunU518BX28,Keep,FCT-WOFAN
P-Kad3YGU8X28,Keep,Kaduna-Kaduna 1-PVNL
P-NinCA8JHN34,Keep,Bauchi-WOFAN
P-Yol5TDDNW08,Keep,Adamawa-Farm Innovation
P-SonYCXAFC06,Keep,Adamawa-Farm Innovation
P-MunPJ2M1F07,Keep,FCT-WOFAN
P-NinR5C68H37,Keep,Bauchi-WOFAN
P-TarQYYFBF35,Keep,Kano-WOFAN
P-YolP01Q1O33,Keep,Adamawa-Farm Innovation
P-Bau1K1J9V24,Keep,Bauchi-WOFAN
P-MunJKS4R446,Keep,FCT-WOFAN
P-Nin3EGSUD32,Keep,Bauchi-WOFAN
P-YolGH8SYZ45,Keep,Adamawa-Farm Innovation
P-MunPXQKPV59,Keep,FCT-WOFAN
P-NinXZ4OB819,Keep,Bauchi-WOFAN
P-NinWGV35T44,Keep,Bauchi-WOFAN
P-YolEEEKRZ14,Keep,Adamawa-Farm Innovation
P-MunQ5PQ8B20,Keep,FCT-WOFAN
P-BebM40S4V21,Keep,Kano-WOFAN
P-YolSAA9K325,Keep,Adamawa-Farm Innovation
P-NinJDFFQ353,Keep,Bauchi-WOFAN
P-MunMF638L18,Keep,FCT-WOFAN
P-Yol79LG6W10,Keep,Adamawa-Farm Innovation
P-Mun8SJFFY12,Keep,FCT-WOFAN
P-YolNIZ7W328,Keep,Adamawa-Farm Innovation
P-Bau56FNHK59,Keep,Bauchi-WOFAN
P-Mun5459CF51,Keep,FCT-WOFAN
P-NinA9XI0149,Keep,Bauchi-WOFAN
P-YolCC19SX32,Keep,Adamawa-Farm Innovation
P-UngPGCQLG17,Keep,Kano-WOFAN
P-BauFDQZNE15,Keep,Bauchi-WOFAN
P-NinLHBHI357,Keep,Bauchi-WOFAN
P-Yol8X2T1D04,Keep,Adamawa-Farm Innovation
P-BauB6H2XB07,Keep,Bauchi-WOFAN
P-MunH938PF17,Keep,FCT-WOFAN
P-YolOY6L4E20,Keep,Adamawa-Farm Innovation
P-Nin8977HL31,Keep,Bauchi-WOFAN
P-YolHRSLB001,Keep,Adamawa-Farm Innovation
P-Kwa758DU615,Keep,FCT-WOFAN
P-MarF8WC6E34,Keep,Benue-PVNL
P-YolMZT0P302,Keep,Adamawa-Farm Innovation
P-Mun6CGURO43,Keep,FCT-WOFAN
P-KirYKVJZI35,Keep,Kano-WOFAN
P-UngL7VNM129,Keep,Kano-WOFAN
P-YolFE2U5L27,Keep,Adamawa-Farm Innovation
P-KanQ4YFVD34,Keep,Kano-WOFAN
P-MunK0EVNB25,Keep,FCT-WOFAN
P-KirB5XV2N09,Keep,Kano-WOFAN
P-BebK0YVWH40,Keep,Kano-WOFAN
P-YolRDBDUM33,Keep,Adamawa-Farm Innovation
P-MarD4MJPJ22,Keep,Benue-PVNL
P-MunGUKFRA10,Keep,FCT-WOFAN
P-KanU3BCXY24,Keep,Kano-WOFAN
P-YolZUU90X02,Keep,Adamawa-Farm Innovation
P-KanA2I02413,Keep,Kano-WOFAN
P-Mun5CP5K513,Keep,FCT-WOFAN
P-KwaHKCXN104,Keep,Gombe-WOFAN
P-KanGRRP6C04,Keep,Kano-WOFAN
P-YolHKZ7B648,Keep,Adamawa-Farm Innovation
P-Mun369II656,Keep,FCT-WOFAN
P-KwaGELNON04,Keep,FCT-WOFAN
P-Akk1AJYV337,Keep,Gombe-WOFAN
P-YolEQAGBE40,Keep,Adamawa-Farm Innovation
P-KanOSUBT956,Keep,Kano-WOFAN
P-Mun7WVWH832,Keep,FCT-WOFAN
P-YolIQTB2D04,Keep,Adamawa-Farm Innovation
P-MunAQ8LGT50,Keep,FCT-WOFAN
P-YolQC5F8S05,Keep,Adamawa-Farm Innovation
P-GweNNZWTM57,Keep,Benue-PVNL
P-MunR5IJ6V12,Keep,FCT-WOFAN
P-YolU46ISI55,Keep,Adamawa-Farm Innovation
P-MunQB71UP55,Keep,FCT-WOFAN
P-Yol2MM8JT43,Keep,Adamawa-Farm Innovation
P-MunUF9QQW55,Keep,FCT-WOFAN
P-GirG3TK9333,Keep,Adamawa-Farm Innovation
P-BebDRH43903,Keep,Kano-WOFAN
P-BebV5BJUL29,Keep,Kano-WOFAN
P-MunAG63E556,Keep,FCT-WOFAN
P-DukWFPLZ821,Keep,Gombe-WOFAN
P-YolTKCHRU26,Keep,Adamawa-Farm Innovation
P-Mun34AIVL55,Keep,FCT-WOFAN
P-YolUEML2748,Keep,Adamawa-Farm Innovation
P-MadOYBMNY05,Keep,Kano-WOFAN
P-BebAJ0R7T12,Keep,Kano-WOFAN
P-Mun5B2UOA52,Keep,FCT-WOFAN
P-MadQW7B4M38,Keep,Kano-WOFAN
P-YolD7D1GT42,Keep,Adamawa-Farm Innovation
P-Beb3ISIHB36,Keep,Kano-WOFAN
P-MunL1T70621,Keep,FCT-WOFAN
P-MadTPABOA15,Keep,Kano-WOFAN
P-YolID0VDZ16,Keep,Adamawa-Farm Innovation
P-MunEGL7VH55,Keep,FCT-WOFAN
P-Yol6PE6VE46,Keep,Adamawa-Farm Innovation
P-MunKAWAZ952,Keep,FCT-WOFAN
P-Yol4P6QML51,Keep,Adamawa-Farm Innovation
P-YolLEAXU547,Keep,Adamawa-Farm Innovation
P-Yol8MACSC25,Keep,Adamawa-Farm Innovation
P-Kwa2VREP641,Keep,Gombe-WOFAN
P-BauNYKUS026,Keep,Bauchi-WOFAN
P-NinGREN7Y37,Keep,Bauchi-WOFAN
P-BebH3HU2R27,Keep,Kano-WOFAN
P-Beb8M0S6V34,Keep,Kano-WOFAN
P-GomY11QK047,Keep,Gombe-WOFAN
P-BebBV5VRL12,Keep,Kano-WOFAN
P-BebIVJFGM11,Keep,Kano-WOFAN
P-BebATRVCX49,Keep,Kano-WOFAN
P-BebAR6U7739,Keep,Kano-WOFAN
P-BebOCM58E45,Keep,Kano-WOFAN
P-TofX47KR404,Keep,Kano-WOFAN
P-BebS6YSC706,Keep,Kano-WOFAN
P-BebNN2CB323,Keep,Kano-WOFAN
P-BebJFELPF03,Keep,Kano-WOFAN
P-BebDJH0QG14,Keep,Kano-WOFAN
P-AkkJ37JPT37,Keep,Gombe-WOFAN
P-Beb1BJ02N56,Keep,Kano-WOFAN
P-BebWRRMGV10,Keep,Kano-WOFAN
P-BebSLIVB047,Keep,Kano-WOFAN
P-BebDC527G49,Keep,Kano-WOFAN
P-BebP8WWOL32,Keep,Kano-WOFAN
P-BebAQ12JH11,Keep,Kano-WOFAN
P-BebA4QJFN57,Keep,Kano-WOFAN
P-Yol7QMY6838,Keep,Adamawa-Farm Innovation
P-Beb2Q2S1A29,Keep,Kano-WOFAN
P-Gwe5NDNUA58,Keep,Benue-PVNL
P-Beb0TP91746,Keep,Kano-WOFAN
P-Beb1IMGB908,Keep,Kano-WOFAN
P-BebQW6PZI47,Keep,Kano-WOFAN
P-Beb1U7HZF44,Keep,Kano-WOFAN
P-BebZG3IP359,Keep,Kano-WOFAN
P-BebWQA9K022,Keep,Kano-WOFAN
P-BebVAGC9U15,Keep,Kano-WOFAN
P-KefKICRN940,Keep,Nasarawa-PVNL
P-KadOUX3Z328,Keep,Kaduna-Kaduna 1-PVNL
P-Beb47WB4925,Keep,Kano-WOFAN
P-GomNKK5R214,Keep,Gombe-WOFAN
P-BebMMCPIH32,Keep,Kano-WOFAN
P-BebPHUM2L23,Keep,Kano-WOFAN
P-Gom44NE9O45,Keep,Gombe-WOFAN
P-SonEXX5CP46,Keep,Adamawa-Farm Innovation
P-Beb5DQDH032,Keep,Kano-WOFAN
P-Mig40JLLT44,Keep,Jigawa-WOFAN
P-KirGAMSWT51,Keep,Kano-WOFAN
P-KefOMXJ5527,Keep,Nasarawa-PVNL
P-KirLFWT7T27,Keep,Kano-WOFAN
P-BauZQRQRI25,Keep,Bauchi-WOFAN
P-AkkF4OSPB21,Keep,Gombe-WOFAN
P-GomVVTZG805,Keep,Gombe-WOFAN
P-UngTQ7Y3709,Keep,Kano-WOFAN
P-GanXX2QHI26,Keep,Bauchi-WOFAN
P-KirXXP7N638,Keep,Kano-WOFAN
P-Gom9WMEEI16,Keep,Gombe-WOFAN
P-KirQGNZXG51,Keep,Kano-WOFAN
P-GomRVA72Q12,Keep,Gombe-WOFAN
P-KirHPZLB206,Keep,Kano-WOFAN
P-TarSBSR1D48,Keep,Benue-PVNL
P-KefJ7939K57,Keep,Nasarawa-PVNL
P-Alk9HVOCY04,Keep,Bauchi-WOFAN
P-KefV6W8KY35,Keep,Nasarawa-PVNL
P-AkaOVZY0O43,Keep,Nasarawa-PVNL
P-Kef9LOF9E07,Keep,Nasarawa-PVNL
P-AbaA0J7GO11,Keep,FCT-WOFAN
P-UngQKBW7C50,Keep,Kano-WOFAN
P-AbaEZUFT649,Keep,FCT-WOFAN
P-Kef7ZNFQE49,Keep,Nasarawa-PVNL
P-Kad630F0S57,Keep,Kaduna-Kaduna 1-PVNL
